video_id,frame_idx,t,track_id,class,conf_det,u,v,w,h
Coldwater_MI_2025-Sep-20_12-10-20_PM,361,12.033333,1098537,car,0.8623,221.8,724.5,201.7,87.7
Coldwater_MI_2025-Sep-20_12-10-20_PM,361,12.033333,1096559,car,0.5308,1150.1,948.9,214.9,131.1
Coldwater_MI_2025-Sep-20_12-10-20_PM,361,12.033333,1097886,car,0.4135,1062.1,568.9,152.6,64.5
Coldwater_MI_2025-Sep-20_12-10-20_PM,361,12.033333,1098228,car,0.3323,1691.1,543.4,157.4,55.2
Coldwater_MI_2025-Sep-20_12-10-20_PM,361,12.033333,1098606,person,0.4545,598.4,862.0,31.7,86.8
Coldwater_MI_2025-Sep-20_12-10-20_PM,361,12.033333,1098488,truck,0.4564,1042.3,620.8,228.0,94.4
Coldwater_MI_2025-Sep-20_12-10-20_PM,361,12.033333,1098111,car,0.2714,523.8,250.9,50.9,35.2
Coldwater_MI_2025-Sep-20_12-10-20_PM,361,12.033333,1098613,car,0.6239,15.0,799.3,50.4,101.0
Coldwater_MI_2025-Sep-20_12-10-20_PM,361,12.033333,1098588,traffic light,0.2780,1130.4,499.0,20.2,49.8
Coldwater_MI_2025-Sep-20_12-10-20_PM,361,12.033333,1098618,car,0.3748,1050.5,621.4,206.4,94.5
Coldwater_MI_2025-Sep-20_12-10-20_PM,362,12.066667,1096423,car,0.4922,727.8,338.4,50.1,38.5
Coldwater_MI_2025-Sep-20_12-10-20_PM,362,12.066667,1097794,car,0.3106,681.7,300.7,59.6,53.3
Coldwater_MI_2025-Sep-20_12-10-20_PM,362,12.066667,1097888,car,0.6587,1432.5,544.8,169.1,66.6
Coldwater_MI_2025-Sep-20_12-10-20_PM,362,12.066667,1097890,car,0.4248,643.4,502.0,68.2,60.0
Coldwater_MI_2025-Sep-20_12-10-20_PM,362,12.066667,1097891,truck,0.5064,1320.0,777.0,242.6,157.6
Coldwater_MI_2025-Sep-20_12-10-20_PM,362,12.066667,1098180,car,0.7768,1598.4,839.0,198.7,112.8
Coldwater_MI_2025-Sep-20_12-10-20_PM,362,12.066667,1098179,car,0.4185,513.6,392.1,60.4,53.7
Coldwater_MI_2025-Sep-20_12-10-20_PM,362,12.066667,1098397,car,0.4519,279.5,677.7,189.8,64.2
Coldwater_MI_2025-Sep-20_12-10-20_PM,362,12.066667,1098399,car,0.4456,503.4,789.1,206.3,85.9
Coldwater_MI_2025-Sep-20_12-10-20_PM,362,12.066667,1098424,car,0.2973,461.9,345.6,54.3,48.1
Coldwater_MI_2025-Sep-20_12-10-20_PM,362,12.066667,1098537,car,0.8151,232.8,722.9,204.4,88.0
Coldwater_MI_2025-Sep-20_12-10-20_PM,362,12.066667,1096559,car,0.6317,1158.6,954.8,210.0,125.2
Coldwater_MI_2025-Sep-20_12-10-20_PM,362,12.066667,1097886,car,0.3971,1059.5,567.3,156.2,66.1
Coldwater_MI_2025-Sep-20_12-10-20_PM,362,12.066667,1098228,car,0.4545,1689.5,542.8,159.2,56.0
Coldwater_MI_2025-Sep-20_12-10-20_PM,362,12.066667,1098606,person,0.4286,598.1,861.8,31.9,87.2
Coldwater_MI_2025-Sep-20_12-10-20_PM,362,12.066667,1098488,truck,0.5045,1049.0,618.7,235.0,97.6
Coldwater_MI_2025-Sep-20_12-10-20_PM,362,12.066667,1098111,car,0.2845,523.5,251.0,50.7,35.1
Coldwater_MI_2025-Sep-20_12-10-20_PM,362,12.066667,1098613,car,0.5777,17.4,796.8,53.4,102.7
Coldwater_MI_2025-Sep-20_12-10-20_PM,362,12.066667,1098618,car,0.3753,1059.5,620.2,210.0,96.0
Coldwater_MI_2025-Sep-20_12-10-20_PM,362,12.066667,1098202,truck,0.3703,727.1,563.4,156.7,94.6
Coldwater_MI_2025-Sep-20_12-10-20_PM,363,12.100000,1096423,car,0.5015,727.9,338.7,49.8,38.3
Coldwater_MI_2025-Sep-20_12-10-20_PM,363,12.100000,1097794,car,0.3149,681.8,300.6,59.5,53.4
Coldwater_MI_2025-Sep-20_12-10-20_PM,363,12.100000,1097888,car,0.6694,1431.3,544.8,169.2,66.6
Coldwater_MI_2025-Sep-20_12-10-20_PM,363,12.100000,1097890,car,0.4337,643.1,501.2,68.6,60.8
Coldwater_MI_2025-Sep-20_12-10-20_PM,363,12.100000,1097891,truck,0.4813,1320.3,777.1,242.3,157.4
Coldwater_MI_2025-Sep-20_12-10-20_PM,363,12.100000,1098180,car,0.7780,1598.3,839.0,198.8,112.8
Coldwater_MI_2025-Sep-20_12-10-20_PM,363,12.100000,1098179,car,0.4479,513.6,392.5,60.2,53.6
Coldwater_MI_2025-Sep-20_12-10-20_PM,363,12.100000,1098397,car,0.5227,279.0,675.5,192.0,64.6
Coldwater_MI_2025-Sep-20_12-10-20_PM,363,12.100000,1098399,car,0.5326,508.5,785.6,217.4,90.4
Coldwater_MI_2025-Sep-20_12-10-20_PM,363,12.100000,1098424,car,0.3421,462.3,346.3,53.5,47.6
Coldwater_MI_2025-Sep-20_12-10-20_PM,363,12.100000,1098537,car,0.8382,247.0,722.0,206.2,87.8
Coldwater_MI_2025-Sep-20_12-10-20_PM,363,12.100000,1096559,car,0.5825,1166.5,962.3,202.8,117.7
Coldwater_MI_2025-Sep-20_12-10-20_PM,363,12.100000,1097886,car,0.3707,1054.3,565.3,163.6,69.7
Coldwater_MI_2025-Sep-20_12-10-20_PM,363,12.100000,1098228,car,0.5379,1688.4,542.6,160.0,56.5
Coldwater_MI_2025-Sep-20_12-10-20_PM,363,12.100000,1098606,person,0.4155,598.1,861.8,32.0,87.3
Coldwater_MI_2025-Sep-20_12-10-20_PM,363,12.100000,1098488,car,0.4959,1059.6,617.5,235.1,97.7
Coldwater_MI_2025-Sep-20_12-10-20_PM,363,12.100000,1098111,car,0.2887,523.5,251.1,50.6,35.0
Coldwater_MI_2025-Sep-20_12-10-20_PM,363,12.100000,1098613,car,0.6314,19.6,795.2,56.8,103.8
Coldwater_MI_2025-Sep-20_12-10-20_PM,363,12.100000,1098623,truck,0.4644,2.7,794.7,89.8,103.8
Coldwater_MI_2025-Sep-20_12-10-20_PM,363,12.100000,1098202,truck,0.3312,731.4,564.4,146.5,92.8
Coldwater_MI_2025-Sep-20_12-10-20_PM,363,12.100000,1098588,traffic light,0.2803,1130.3,498.8,20.4,50.2
Coldwater_MI_2025-Sep-20_12-10-20_PM,364,12.133333,1096423,car,0.5101,727.3,337.8,51.0,39.1
Coldwater_MI_2025-Sep-20_12-10-20_PM,364,12.133333,1097794,car,0.3567,681.8,301.9,58.4,52.2
Coldwater_MI_2025-Sep-20_12-10-20_PM,364,12.133333,1097888,car,0.6816,1430.6,544.7,169.4,66.6
Coldwater_MI_2025-Sep-20_12-10-20_PM,364,12.133333,1097890,car,0.4297,643.0,500.5,69.0,61.7
Coldwater_MI_2025-Sep-20_12-10-20_PM,364,12.133333,1097891,truck,0.4756,1320.4,777.1,242.1,157.4
Coldwater_MI_2025-Sep-20_12-10-20_PM,364,12.133333,1098180,car,0.7780,1598.5,839.0,199.1,113.0
Coldwater_MI_2025-Sep-20_12-10-20_PM,364,12.133333,1098179,car,0.4406,513.7,392.2,60.4,53.9
Coldwater_MI_2025-Sep-20_12-10-20_PM,364,12.133333,1098397,car,0.5238,280.2,673.9,194.2,65.0
Coldwater_MI_2025-Sep-20_12-10-20_PM,364,12.133333,1098399,car,0.5179,514.3,782.6,228.3,94.8
Coldwater_MI_2025-Sep-20_12-10-20_PM,364,12.133333,1098424,car,0.4385,465.4,349.5,51.2,45.7
Coldwater_MI_2025-Sep-20_12-10-20_PM,364,12.133333,1098537,car,0.8767,260.0,720.0,204.0,86.1
Coldwater_MI_2025-Sep-20_12-10-20_PM,364,12.133333,1096559,car,0.6268,1175.7,968.4,196.7,111.6
Coldwater_MI_2025-Sep-20_12-10-20_PM,364,12.133333,1097886,car,0.3491,1047.0,565.7,148.0,64.3
Coldwater_MI_2025-Sep-20_12-10-20_PM,364,12.133333,1098228,car,0.5493,1687.6,542.1,161.1,57.1
Coldwater_MI_2025-Sep-20_12-10-20_PM,364,12.133333,1098606,person,0.3980,598.2,862.4,31.9,86.8
Coldwater_MI_2025-Sep-20_12-10-20_PM,364,12.133333,1098488,car,0.4993,1074.3,614.9,236.3,99.2
Coldwater_MI_2025-Sep-20_12-10-20_PM,364,12.133333,1098111,car,0.2697,523.9,251.1,50.6,35.0
Coldwater_MI_2025-Sep-20_12-10-20_PM,364,12.133333,1098613,truck,0.4491,21.9,792.1,61.4,106.2
Coldwater_MI_2025-Sep-20_12-10-20_PM,364,12.133333,1098623,car,0.6602,5.8,792.7,90.9,104.9
Coldwater_MI_2025-Sep-20_12-10-20_PM,364,12.133333,1098202,truck,0.3909,735.6,564.2,140.6,92.6
Coldwater_MI_2025-Sep-20_12-10-20_PM,365,12.166667,1096423,car,0.5106,727.1,337.5,51.5,39.5
Coldwater_MI_2025-Sep-20_12-10-20_PM,365,12.166667,1097794,car,0.3582,681.8,302.3,58.1,51.8
Coldwater_MI_2025-Sep-20_12-10-20_PM,365,12.166667,1097888,car,0.6830,1430.3,544.7,169.7,66.6
Coldwater_MI_2025-Sep-20_12-10-20_PM,365,12.166667,1097890,car,0.4298,643.1,500.2,68.8,62.0
Coldwater_MI_2025-Sep-20_12-10-20_PM,365,12.166667,1097891,truck,0.4747,1320.4,777.2,242.0,157.4
Coldwater_MI_2025-Sep-20_12-10-20_PM,365,12.166667,1098180,car,0.7779,1598.6,839.0,199.2,113.1
Coldwater_MI_2025-Sep-20_12-10-20_PM,365,12.166667,1098179,car,0.4404,513.8,392.1,60.5,54.0
Coldwater_MI_2025-Sep-20_12-10-20_PM,365,12.166667,1098397,car,0.5261,280.1,673.3,195.8,65.2
Coldwater_MI_2025-Sep-20_12-10-20_PM,365,12.166667,1098399,car,0.5168,516.3,781.6,232.3,96.3
Coldwater_MI_2025-Sep-20_12-10-20_PM,365,12.166667,1098424,car,0.4389,466.7,350.7,50.3,44.9
Coldwater_MI_2025-Sep-20_12-10-20_PM,365,12.166667,1098537,car,0.8753,263.8,719.2,204.2,85.5
Coldwater_MI_2025-Sep-20_12-10-20_PM,365,12.166667,1096559,car,0.6268,1177.4,970.4,197.3,109.6
Coldwater_MI_2025-Sep-20_12-10-20_PM,365,12.166667,1097886,car,0.3500,1044.8,565.9,140.3,62.0
Coldwater_MI_2025-Sep-20_12-10-20_PM,365,12.166667,1098228,car,0.5523,1687.6,542.0,161.2,57.4
Coldwater_MI_2025-Sep-20_12-10-20_PM,365,12.166667,1098606,person,0.3931,598.2,862.7,31.9,86.5
Coldwater_MI_2025-Sep-20_12-10-20_PM,365,12.166667,1098488,car,0.5025,1080.4,613.9,235.2,99.6
Coldwater_MI_2025-Sep-20_12-10-20_PM,365,12.166667,1098111,car,0.2698,524.0,251.0,50.6,35.0
Coldwater_MI_2025-Sep-20_12-10-20_PM,365,12.166667,1098613,truck,0.4450,21.6,791.0,65.2,107.1
Coldwater_MI_2025-Sep-20_12-10-20_PM,365,12.166667,1098623,car,0.6533,6.6,792.0,91.6,105.3
Coldwater_MI_2025-Sep-20_12-10-20_PM,365,12.166667,1098202,truck,0.3910,738.4,564.1,136.0,92.5
Coldwater_MI_2025-Sep-20_12-10-20_PM,366,12.200000,1096423,car,0.5225,726.2,335.8,53.5,41.1
Coldwater_MI_2025-Sep-20_12-10-20_PM,366,12.200000,1097794,car,0.3765,681.8,303.2,57.6,51.2
Coldwater_MI_2025-Sep-20_12-10-20_PM,366,12.200000,1097888,car,0.7176,1430.0,544.8,168.6,66.0
Coldwater_MI_2025-Sep-20_12-10-20_PM,366,12.200000,1097890,car,0.4390,643.4,501.2,67.4,61.0
Coldwater_MI_2025-Sep-20_12-10-20_PM,366,12.200000,1097891,truck,0.4468,1320.7,777.4,241.6,157.1
Coldwater_MI_2025-Sep-20_12-10-20_PM,366,12.200000,1098180,car,0.7785,1598.4,838.8,199.5,113.2
Coldwater_MI_2025-Sep-20_12-10-20_PM,366,12.200000,1098179,car,0.4545,514.9,393.0,59.7,53.1
Coldwater_MI_2025-Sep-20_12-10-20_PM,366,12.200000,1098397,car,0.4275,280.5,673.7,203.3,67.8
Coldwater_MI_2025-Sep-20_12-10-20_PM,366,12.200000,1098399,car,0.3277,526.8,782.1,233.4,96.6
Coldwater_MI_2025-Sep-20_12-10-20_PM,366,12.200000,1098424,car,0.4275,468.1,351.3,50.1,44.6
Coldwater_MI_2025-Sep-20_12-10-20_PM,366,12.200000,1098537,car,0.8156,280.4,717.0,202.5,84.0
Coldwater_MI_2025-Sep-20_12-10-20_PM,366,12.200000,1096559,car,0.6575,1193.3,983.0,181.5,97.0
Coldwater_MI_2025-Sep-20_12-10-20_PM,366,12.200000,1097886,car,0.6453,1043.3,564.0,151.5,67.9
Coldwater_MI_2025-Sep-20_12-10-20_PM,366,12.200000,1098228,car,0.4437,1685.3,541.8,161.5,57.9
Coldwater_MI_2025-Sep-20_12-10-20_PM,366,12.200000,1098606,person,0.3959,598.4,863.5,31.6,85.5
Coldwater_MI_2025-Sep-20_12-10-20_PM,366,12.200000,1098488,car,0.5647,1092.6,612.8,234.5,99.7
Coldwater_MI_2025-Sep-20_12-10-20_PM,366,12.200000,1098111,car,0.2582,524.2,251.1,50.8,35.0
Coldwater_MI_2025-Sep-20_12-10-20_PM,366,12.200000,1098613,truck,0.4700,22.9,785.3,71.5,111.4
Coldwater_MI_2025-Sep-20_12-10-20_PM,366,12.200000,1098623,car,0.6117,9.0,785.4,97.9,111.7
Coldwater_MI_2025-Sep-20_12-10-20_PM,367,12.233333,1096423,car,0.4988,726.5,336.6,52.6,40.4
Coldwater_MI_2025-Sep-20_12-10-20_PM,367,12.233333,1097794,car,0.3505,681.7,303.0,57.9,51.4
Coldwater_MI_2025-Sep-20_12-10-20_PM,367,12.233333,1097888,car,0.6343,1433.4,545.4,165.0,64.7
Coldwater_MI_2025-Sep-20_12-10-20_PM,367,12.233333,1097890,car,0.4417,643.5,500.6,67.8,61.7
Coldwater_MI_2025-Sep-20_12-10-20_PM,367,12.233333,1097891,truck,0.4801,1320.9,777.5,241.3,156.9
Coldwater_MI_2025-Sep-20_12-10-20_PM,367,12.233333,1098180,car,0.7746,1598.5,838.8,199.4,113.2
Coldwater_MI_2025-Sep-20_12-10-20_PM,367,12.233333,1098179,car,0.4431,514.9,392.9,59.8,53.2
Coldwater_MI_2025-Sep-20_12-10-20_PM,367,12.233333,1098397,car,0.4647,278.6,672.8,212.2,71.4
Coldwater_MI_2025-Sep-20_12-10-20_PM,367,12.233333,1098399,car,0.4008,544.7,790.0,216.7,88.5
Coldwater_MI_2025-Sep-20_12-10-20_PM,367,12.233333,1098424,car,0.4319,468.6,351.5,50.1,44.6
Coldwater_MI_2025-Sep-20_12-10-20_PM,367,12.233333,1098537,car,0.8754,293.9,715.1,205.9,84.7
Coldwater_MI_2025-Sep-20_12-10-20_PM,367,12.233333,1096559,car,0.5505,1201.0,987.4,179.1,92.6
Coldwater_MI_2025-Sep-20_12-10-20_PM,367,12.233333,1097886,car,0.7648,1040.8,563.0,156.3,71.0
Coldwater_MI_2025-Sep-20_12-10-20_PM,367,12.233333,1098228,car,0.3208,1685.3,542.3,157.9,56.7
Coldwater_MI_2025-Sep-20_12-10-20_PM,367,12.233333,1098606,person,0.3885,598.7,864.1,31.6,85.1
Coldwater_MI_2025-Sep-20_12-10-20_PM,367,12.233333,1098488,car,0.4028,1107.4,614.2,228.3,97.0
Coldwater_MI_2025-Sep-20_12-10-20_PM,367,12.233333,1098111,car,0.2662,524.0,251.0,50.8,35.0
Coldwater_MI_2025-Sep-20_12-10-20_PM,367,12.233333,1098623,car,0.6946,12.4,782.0,100.5,113.2
Coldwater_MI_2025-Sep-20_12-10-20_PM,367,12.233333,1098588,person,0.2585,1130.3,499.1,20.6,50.6
Coldwater_MI_2025-Sep-20_12-10-20_PM,368,12.266667,1096423,car,0.4666,727.4,338.2,50.7,38.8
Coldwater_MI_2025-Sep-20_12-10-20_PM,368,12.266667,1097794,car,0.3144,681.9,302.3,58.5,52.0
Coldwater_MI_2025-Sep-20_12-10-20_PM,368,12.266667,1097888,car,0.5711,1437.9,546.2,161.7,63.6
Coldwater_MI_2025-Sep-20_12-10-20_PM,368,12.266667,1097890,car,0.4513,643.6,500.4,67.6,61.8
Coldwater_MI_2025-Sep-20_12-10-20_PM,368,12.266667,1097891,truck,0.4895,1321.0,777.6,241.1,156.8
Coldwater_MI_2025-Sep-20_12-10-20_PM,368,12.266667,1098180,car,0.7731,1598.3,838.9,199.1,112.9
Coldwater_MI_2025-Sep-20_12-10-20_PM,368,12.266667,1098179,car,0.4465,515.9,393.3,58.4,52.0
Coldwater_MI_2025-Sep-20_12-10-20_PM,368,12.266667,1098397,car,0.3918,280.5,673.2,211.0,71.3
Coldwater_MI_2025-Sep-20_12-10-20_PM,368,12.266667,1098399,car,0.2849,554.5,793.6,212.6,86.0
Coldwater_MI_2025-Sep-20_12-10-20_PM,368,12.266667,1098424,car,0.3831,467.9,349.5,51.5,46.0
Coldwater_MI_2025-Sep-20_12-10-20_PM,368,12.266667,1098537,car,0.9117,304.7,712.8,207.2,84.7
Coldwater_MI_2025-Sep-20_12-10-20_PM,368,12.266667,1096559,car,0.4700,1205.0,990.1,176.7,89.7
Coldwater_MI_2025-Sep-20_12-10-20_PM,368,12.266667,1097886,car,0.7889,1042.2,564.1,154.0,70.5
Coldwater_MI_2025-Sep-20_12-10-20_PM,368,12.266667,1098228,car,0.3483,1683.1,541.5,157.2,56.3
Coldwater_MI_2025-Sep-20_12-10-20_PM,368,12.266667,1098606,person,0.4046,598.5,864.4,31.8,85.3
Coldwater_MI_2025-Sep-20_12-10-20_PM,368,12.266667,1098488,car,0.4671,1115.5,614.0,229.3,97.4
Coldwater_MI_2025-Sep-20_12-10-20_PM,368,12.266667,1098111,car,0.3228,523.5,250.7,51.2,35.3
Coldwater_MI_2025-Sep-20_12-10-20_PM,368,12.266667,1098623,car,0.6024,14.4,780.1,103.9,115.2
Coldwater_MI_2025-Sep-20_12-10-20_PM,368,12.266667,1098629,person,0.3941,310.9,560.8,36.4,73.9
Coldwater_MI_2025-Sep-20_12-10-20_PM,368,12.266667,1098588,traffic light,0.2846,1130.6,499.4,20.3,49.8
Coldwater_MI_2025-Sep-20_12-10-20_PM,368,12.266667,1098613,truck,0.5270,27.8,781.4,78.0,113.0
Coldwater_MI_2025-Sep-20_12-10-20_PM,369,12.300000,1096423,car,0.4634,727.8,338.9,50.1,38.2
Coldwater_MI_2025-Sep-20_12-10-20_PM,369,12.300000,1097794,car,0.3238,682.0,302.1,58.7,52.1
Coldwater_MI_2025-Sep-20_12-10-20_PM,369,12.300000,1097888,car,0.6506,1441.3,546.0,159.5,63.2
Coldwater_MI_2025-Sep-20_12-10-20_PM,369,12.300000,1097890,car,0.4539,644.0,500.9,66.9,61.3
Coldwater_MI_2025-Sep-20_12-10-20_PM,369,12.300000,1097891,truck,0.4937,1320.7,777.5,241.2,156.9
Coldwater_MI_2025-Sep-20_12-10-20_PM,369,12.300000,1098180,car,0.7733,1598.2,838.9,198.9,112.8
Coldwater_MI_2025-Sep-20_12-10-20_PM,369,12.300000,1098179,car,0.4401,516.4,393.3,57.8,51.5
Coldwater_MI_2025-Sep-20_12-10-20_PM,369,12.300000,1098397,car,0.5777,275.9,672.2,215.2,73.9
Coldwater_MI_2025-Sep-20_12-10-20_PM,369,12.300000,1098399,car,0.3426,554.3,788.5,228.3,92.3
Coldwater_MI_2025-Sep-20_12-10-20_PM,369,12.300000,1098424,car,0.3688,467.2,348.9,51.8,46.5
Coldwater_MI_2025-Sep-20_12-10-20_PM,369,12.300000,1098537,car,0.8763,320.9,712.6,206.7,84.1
Coldwater_MI_2025-Sep-20_12-10-20_PM,369,12.300000,1096559,car,0.5664,1213.2,995.4,169.3,84.0
Coldwater_MI_2025-Sep-20_12-10-20_PM,369,12.300000,1097886,car,0.7426,1047.3,566.4,150.9,69.0
Coldwater_MI_2025-Sep-20_12-10-20_PM,369,12.300000,1098228,car,0.3955,1681.8,541.8,156.4,56.1
Coldwater_MI_2025-Sep-20_12-10-20_PM,369,12.300000,1098606,person,0.4286,597.9,864.2,32.1,85.9
Coldwater_MI_2025-Sep-20_12-10-20_PM,369,12.300000,1098488,car,0.4466,1129.3,618.7,220.1,92.9
Coldwater_MI_2025-Sep-20_12-10-20_PM,369,12.300000,1098111,car,0.3198,523.0,250.6,51.3,35.4
Coldwater_MI_2025-Sep-20_12-10-20_PM,369,12.300000,1098623,car,0.6819,18.2,779.1,105.5,114.3
Coldwater_MI_2025-Sep-20_12-10-20_PM,369,12.300000,1098629,person,0.4599,307.6,551.8,40.8,83.0
Coldwater_MI_2025-Sep-20_12-10-20_PM,369,12.300000,1098588,traffic light,0.3531,1130.9,499.8,19.9,49.0
Coldwater_MI_2025-Sep-20_12-10-20_PM,369,12.300000,1098613,truck,0.4926,29.0,779.8,84.6,114.5
Coldwater_MI_2025-Sep-20_12-10-20_PM,370,12.333333,1096423,car,0.4783,727.8,339.2,50.0,38.0
Coldwater_MI_2025-Sep-20_12-10-20_PM,370,12.333333,1097794,car,0.3206,682.1,302.1,58.7,52.1
Coldwater_MI_2025-Sep-20_12-10-20_PM,370,12.333333,1097888,car,0.6437,1442.6,545.9,158.0,63.0
Coldwater_MI_2025-Sep-20_12-10-20_PM,370,12.333333,1097890,car,0.4684,644.2,501.0,66.6,61.3
Coldwater_MI_2025-Sep-20_12-10-20_PM,370,12.333333,1097891,truck,0.4814,1320.6,777.5,241.3,157.0
Coldwater_MI_2025-Sep-20_12-10-20_PM,370,12.333333,1098180,car,0.7745,1598.1,839.0,198.9,112.8
Coldwater_MI_2025-Sep-20_12-10-20_PM,370,12.333333,1098179,car,0.4400,516.5,393.3,57.7,51.4
Coldwater_MI_2025-Sep-20_12-10-20_PM,370,12.333333,1098397,car,0.5691,273.5,672.9,223.3,78.0
Coldwater_MI_2025-Sep-20_12-10-20_PM,370,12.333333,1098399,car,0.3882,559.1,789.3,231.6,93.5
Coldwater_MI_2025-Sep-20_12-10-20_PM,370,12.333333,1098424,car,0.3637,467.7,350.2,51.0,46.0
Coldwater_MI_2025-Sep-20_12-10-20_PM,370,12.333333,1098537,car,0.9063,330.1,711.6,208.2,84.2
Coldwater_MI_2025-Sep-20_12-10-20_PM,370,12.333333,1096559,car,0.6338,1220.3,1001.7,161.6,78.2
Coldwater_MI_2025-Sep-20_12-10-20_PM,370,12.333333,1097886,car,0.7903,1048.0,566.0,152.6,69.9
Coldwater_MI_2025-Sep-20_12-10-20_PM,370,12.333333,1098228,car,0.4563,1680.4,542.3,155.7,55.7
Coldwater_MI_2025-Sep-20_12-10-20_PM,370,12.333333,1098606,person,0.4271,596.1,863.1,32.6,86.4
Coldwater_MI_2025-Sep-20_12-10-20_PM,370,12.333333,1098488,truck,0.4746,1134.2,614.6,226.9,95.7
Coldwater_MI_2025-Sep-20_12-10-20_PM,370,12.333333,1098111,car,0.3146,522.8,250.6,51.2,35.4
Coldwater_MI_2025-Sep-20_12-10-20_PM,370,12.333333,1098623,car,0.6350,21.4,780.6,105.3,110.6
Coldwater_MI_2025-Sep-20_12-10-20_PM,370,12.333333,1098629,person,0.5613,305.9,547.6,42.4,86.9
Coldwater_MI_2025-Sep-20_12-10-20_PM,370,12.333333,1098588,traffic light,0.3412,1131.2,500.0,19.7,48.5
Coldwater_MI_2025-Sep-20_12-10-20_PM,370,12.333333,1098613,truck,0.6058,29.5,780.1,89.3,113.0
Coldwater_MI_2025-Sep-20_12-10-20_PM,371,12.366667,1096423,car,0.4779,727.8,339.3,50.0,37.9
Coldwater_MI_2025-Sep-20_12-10-20_PM,371,12.366667,1097794,car,0.3212,682.1,302.1,58.7,52.1
Coldwater_MI_2025-Sep-20_12-10-20_PM,371,12.366667,1097888,car,0.6436,1443.3,545.9,156.9,62.9
Coldwater_MI_2025-Sep-20_12-10-20_PM,371,12.366667,1097890,car,0.4678,644.3,501.0,66.4,61.3
Coldwater_MI_2025-Sep-20_12-10-20_PM,371,12.366667,1097891,truck,0.4792,1320.6,777.4,241.2,157.0
Coldwater_MI_2025-Sep-20_12-10-20_PM,371,12.366667,1098180,car,0.7745,1598.0,839.0,199.0,112.8
Coldwater_MI_2025-Sep-20_12-10-20_PM,371,12.366667,1098179,car,0.4402,516.5,393.3,57.6,51.4
Coldwater_MI_2025-Sep-20_12-10-20_PM,371,12.366667,1098397,car,0.5689,273.6,673.2,224.2,79.6
Coldwater_MI_2025-Sep-20_12-10-20_PM,371,12.366667,1098399,car,0.3960,560.1,789.3,233.7,94.2
Coldwater_MI_2025-Sep-20_12-10-20_PM,371,12.366667,1098424,car,0.3641,468.0,350.7,50.5,45.7
Coldwater_MI_2025-Sep-20_12-10-20_PM,371,12.366667,1098537,car,0.9065,332.7,711.3,209.4,84.3
Coldwater_MI_2025-Sep-20_12-10-20_PM,371,12.366667,1096559,car,0.6319,1221.3,1003.5,161.7,76.5
Coldwater_MI_2025-Sep-20_12-10-20_PM,371,12.366667,1097886,car,0.7902,1048.5,565.8,153.0,70.2
Coldwater_MI_2025-Sep-20_12-10-20_PM,371,12.366667,1098228,car,0.4564,1679.9,542.6,155.6,55.5
Coldwater_MI_2025-Sep-20_12-10-20_PM,371,12.366667,1098606,person,0.4264,595.3,862.7,32.9,86.6
Coldwater_MI_2025-Sep-20_12-10-20_PM,371,12.366667,1098488,truck,0.4764,1135.8,613.1,229.3,96.7
Coldwater_MI_2025-Sep-20_12-10-20_PM,371,12.366667,1098111,car,0.3146,522.8,250.5,51.0,35.4
Coldwater_MI_2025-Sep-20_12-10-20_PM,371,12.366667,1098623,car,0.6432,21.5,781.3,107.0,109.1
Coldwater_MI_2025-Sep-20_12-10-20_PM,371,12.366667,1098629,person,0.5611,305.6,546.4,42.5,88.0
Coldwater_MI_2025-Sep-20_12-10-20_PM,371,12.366667,1098588,traffic light,0.3422,1131.3,500.1,19.7,48.3
Coldwater_MI_2025-Sep-20_12-10-20_PM,371,12.366667,1098613,truck,0.5996,28.0,780.4,94.0,112.3
Coldwater_MI_2025-Sep-20_12-10-20_PM,371,12.366667,1098636,car,0.4644,1131.7,613.8,230.7,100.2
Coldwater_MI_2025-Sep-20_12-10-20_PM,371,12.366667,1098637,car,0.4250,770.9,580.9,85.6,65.8
Coldwater_MI_2025-Sep-20_12-10-20_PM,372,12.400000,1096423,car,0.4979,727.0,337.6,51.9,39.4
Coldwater_MI_2025-Sep-20_12-10-20_PM,372,12.400000,1097794,car,0.3483,682.4,303.7,57.1,50.4
Coldwater_MI_2025-Sep-20_12-10-20_PM,372,12.400000,1097888,car,0.6772,1443.1,546.5,154.7,62.2
Coldwater_MI_2025-Sep-20_12-10-20_PM,372,12.400000,1097890,car,0.4873,643.8,499.5,67.7,62.9
Coldwater_MI_2025-Sep-20_12-10-20_PM,372,12.400000,1097891,truck,0.4225,1320.8,777.5,240.9,156.8
Coldwater_MI_2025-Sep-20_12-10-20_PM,372,12.400000,1098180,car,0.7667,1598.1,838.9,199.6,113.1
Coldwater_MI_2025-Sep-20_12-10-20_PM,372,12.400000,1098179,car,0.4581,516.4,393.1,58.1,51.7
Coldwater_MI_2025-Sep-20_12-10-20_PM,372,12.400000,1098397,car,0.6672,282.0,671.6,224.4,80.9
Coldwater_MI_2025-Sep-20_12-10-20_PM,372,12.400000,1098399,car,0.5579,565.1,785.8,246.3,100.0
Coldwater_MI_2025-Sep-20_12-10-20_PM,372,12.400000,1098424,car,0.3279,469.5,351.6,49.7,44.9
Coldwater_MI_2025-Sep-20_12-10-20_PM,372,12.400000,1098537,car,0.8423,354.2,711.2,208.4,83.3
